csafp1,geoid1,csa_name.x,csa_pop.x,city_pop1,state,city1,lat1,long1,geoid2,csafp2,csa_name.y,csa_pop.y,city_pop2,city,lat2,long2,distance,est_ridership
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,5553000,376,"Milwaukee-Racine-Waukesha, WI",2036833,561369,"Milwaukee, Wisconsin",43.0386475,-87.9090751,2718.4112306576308,0.0034456703404281666
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,2622000,220,"Detroit-Warren-Ann Arbor, MI",5361927,633221,"Detroit, Michigan",42.3315509,-83.046640300000007,3114.445102481144,0.005694230659598035
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,5548000,357,"Madison-Janesville-Beloit, WI",924543,280307,"Madison, Wisconsin",43.074761,-89.3837613,2606.2166224794732,0.0019927846487881695
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,4202000,106,"Allentown-Bethlehem-East Stroudsburg, PA-NJ",1039608,124871,"Allentown, Pennsylvania",40.6022059,-75.4712794,3766.183058833175,0.0010481719592896918
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,2642160,310,"Kalamazoo-Battle Creek-Portage, MI",456459,73122,"Kalamazoo, Michigan",42.291707,-85.5872286,2925.8515925893703,8.989934554300696e-4
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,3916000,184,"Cleveland-Akron-Canton, OH",3732803,362670,"Cleveland, Ohio",41.4996574,-81.6936772,3255.3086181599624,0.003901067082144306
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,0659920,454,"Redding-Red Bluff, CA",245262,92718,"Redding, California",40.5863563,-122.391675,781.197288653589,0.0076722448744403985
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,1765000,466,"Rockford-Freeport-Rochelle, IL",428494,146219,"Rockford, Illinois",42.2713945,-89.093966,2663.6239405894885,0.0010312160758319784
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,4260000,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",7390919,1550542,"Philadelphia, Pennsylvania",39.9527237,-75.1635262,3823.5219315965046,0.0048839508064523526
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,1973335,512,"Sioux City-Le Mars, IA-NE-SD",170124,85172,"Sioux City, Iowa",42.4966815,-96.4058782,2105.5272252394752,7.881891342963446e-4
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,1871000,515,"South Bend-Elkhart-Mishawaka, IN-MI",809876,100715,"South Bend, Indiana",41.6833813,-86.2500066,2904.6491983460032,0.0014430691525192025
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,1714000,176,"Chicago-Naperville, IL-IN-WI",9794558,2664454,"Chicago, Illinois",41.8755616,-87.6244212,2792.35083804852,0.011470638823968562
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,1912000,168,"Cedar Rapids-Iowa City, IA",455756,135960,"Cedar Rapids, Iowa",41.9758872,-91.6704053,2484.105578564212,0.0012456198302579777
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,4261000,430,"Pittsburgh-Weirton-Steubenville, PA-OH-WV",2727866,303254,"Pittsburgh, Pennsylvania",40.4416941,-79.9900861,3436.2596038707043,0.0027241197252229057
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,1825000,258,"Fort Wayne-Huntington-Auburn, IN",657456,271629,"Fort Wayne, Indiana",41.0799898,-85.1386015,3017.534265055381,0.0011316930056842998
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,1919000,209,"Davenport-Moline, IA-IL",467817,100361,"Davenport, Iowa",41.5235808,-90.5770967,2587.7402624717756,0.0011720850635956084
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,1921000,218,"Des Moines-West Des Moines-Ames, IA",917964,210363,"Des Moines, Iowa",41.5868654,-93.6249494,2356.6313274011036,0.0024233543609533947
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,4967000,482,"Salt Lake City-Provo-Orem, UT-ID",2805734,209606,"Salt Lake City, Utah",40.7596198,-111.886797,1127.5743128486301,0.025875368686008735
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,1150000,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",10069592,678972,"Washington, District of Columbia",38.8950368,-77.0365427,3741.000963853928,0.0065339161537842395
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,3260600,456,"Reno-Carson City-Gardnerville Ranchos, NV-CA",699307,274937,"Reno, Nevada",39.5261206,-119.8126581,921.709204051516,0.012743424485163938
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,3137000,420,"Omaha-Fremont, NE-IA",1021156,483362,"Omaha, Nebraska",41.2587459,-95.9383758,2200.9898481085384,0.003025361625784189
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,3918000,198,"Columbus-Marion-Zanesville, OH",2646917,909074,"Columbus, Ohio",39.9622601,-83.0007065,3235.4407379581194,0.00299961182940355
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,1840788,320,"Lafayette-West Lafayette-Frankfort, IN",284211,67406,"Lafayette, Indiana",40.4191229,-86.8919011,2919.569230414804,6.180375300868197e-4
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,1759000,427,"Peoria-Canton, IL",394781,113442,"Peoria, Illinois",40.6938609,-89.5891008,2703.3194520103834,9.376266729286979e-4
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,1706613,145,"Bloomington-Pontiac, IL",205761,78591,"Bloomington, Illinois",40.4797828,-88.9939147,2758.946035080456,5.34495109610526e-4
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,3921000,212,"Dayton-Springfield-Kettering, OH",1086998,135507,"Dayton, Ohio",39.7589478,-84.1916069,3156.902267266985,0.0015459677142242315
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,1810342,294,"Indianapolis-Carmel-Muncie, IN",2651953,102091,"Carmel, Indiana",39.9784186,-86.1283681,2999.9562831860317,0.003494318634719902
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,3128000,339,"Lincoln-Beatrice, NE",366021,294750,"Lincoln, Nebraska",40.8088861,-96.7077751,2167.8607923864283,0.0013724031899250656
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,1712385,169,"Champaign-Urbana-Danville, IL",307260,89191,"Champaign, Illinois",40.1164841,-88.2430932,2834.2344487817795,6.980282095289745e-4
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,0664000,472,"Sacramento-Roseville, CA",2706315,526383,"Sacramento, California",38.5810606,-121.493895,1006.690488863825,0.03153918327250127
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,1772000,522,"Springfield-Jacksonville-Lincoln, IL",303113,112327,"Springfield, Illinois",39.7990175,-89.6439575,2746.617218742525,7.352365213583627e-4
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,3915000,178,"Cincinnati-Wilmington, OH-KY-IN",2313417,311112,"Cincinnati, Ohio",39.1014537,-84.5124602,3168.665240317204,0.00280795482569144
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,1805860,144,"Bloomington-Bedford, IN",205958,74028,"Bloomington, Indiana",39.1670396,-86.5342881,3013.6627380716395,4.4830474324560835e-4
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,0820000,216,"Denver-Aurora-Greeley, CO",3691404,716577,"Denver, Colorado",39.7392364,-104.984862,1642.6865828629611,0.015183907203811778
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,0668000,488,"San Jose-San Francisco-Oakland, CA",9001024,969615,"San Jose, California",37.3361663,-121.890591,1143.555470464949,0.06392323745820425
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,5182000,545,"Virginia Beach-Chesapeake, VA-NC",1866723,453649,"Virginia Beach, Virginia",36.8496579,-75.9760751,3938.9659686140835,0.0015305204734087615
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,2938000,312,"Kansas City-Overland Park-Kansas City, MO-KS",2557474,510671,"Kansas City, Missouri",39.100105,-94.5781416,2421.0575674955535,0.0052116884666874985
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,2915670,190,"Columbia-Jefferson City-Moberly, MO",415747,129328,"Columbia, Missouri",38.951883,-92.3337366,2594.689546517746,0.0010607967803635725
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,2965000,476,"St. Louis-St. Charles-Farmington, MO-IL",2900730,281754,"St. Louis, Missouri",38.6280278,-90.1910154,2771.962123068949,0.004397146749397316
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,1822000,241,"Evansville-Henderson, IN-KY",327562,113291,"Evansville, Indiana",37.970495,-87.5715641,3004.966469660186,6.535747245223445e-4
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,0627000,260,"Fresno-Hanford-Corcoran, CA",1332702,545717,"Fresno, California",36.7394421,-119.78483,1227.3249691767687,0.012039459718842073
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,0862000,444,"Pueblo-Cañon City, CO",219740,111081,"Pueblo, Colorado",38.263995,-104.6141867,1772.3957396043977,0.0013650406961825843
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,3728080,274,"Greenville-Washington, NC",219600,90059,"Greenville, North Carolina",35.613224,-77.3724593,3909.856909921171,2.8036502753899515e-4
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,3728000,268,"Greensboro--Winston-Salem--High Point, NC",1736099,302307,"Greensboro, North Carolina",36.0726355,-79.7919754,3700.1327011559197,0.0016366834385084855
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,3755000,450,"Raleigh-Durham-Cary, NC",2368947,482425,"Raleigh, North Carolina",35.7803977,-78.6390989,3804.5554203988313,0.001985071453294718
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,2108902,150,"Bowling Green-Glasgow-Franklin, KY",264525,76215,"Bowling Green, Kentucky",36.9903199,-86.4436018,3147.825558927835,5.019861809865235e-4
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,4738320,304,"Johnson City-Kingsport-Bristol, TN-VA",598800,73440,"Johnson City, Tennessee",36.3134398,-82.3534728,3493.8411363120495,7.833553675185781e-4
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,2079000,556,"Wichita-Arkansas City-Winfield, KS",687096,396123,"Wichita, Kansas",37.6922361,-97.3375448,2310.2370375938835,0.0020000486044482227
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,3240000,332,"Las Vegas-Henderson, NV",2392293,660942,"Las Vegas, Nevada",36.1672559,-115.148516,1403.858034664268,0.014694161532459352
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,3722920,246,"Fayetteville-Lumberton-Pinehurst, NC",693299,209751,"Fayetteville, North Carolina",35.0525759,-78.878292,3832.486645786586,7.320063635325345e-4
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,4740000,315,"Knoxville-Morristown-Sevierville, TN",1207137,198175,"Knoxville, Tennessee",35.9603948,-83.9210261,3399.146753594708,0.0014501239228073334
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,3702140,120,"Asheville-Waynesville-Brevard, NC",513720,95053,"Asheville, North Carolina",35.595363,-82.5508407,3524.0862555540075,6.811265633863199e-4
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,3712000,172,"Charlotte-Concord, NC-SC",3387115,911307,"Charlotte, North Carolina",35.2272086,-80.8430827,3674.684133045836,0.0028324589432547603
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,4751560,400,"Nashville-Davidson--Murfreesboro, TN",2350738,165423,"Murfreesboro, Tennessee",35.8460396,-86.3921096,3223.461790127878,0.0027482613297679257
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,4530850,273,"Greenville-Spartanburg-Anderson, SC",1590636,72822,"Greenville, South Carolina",34.851354,-82.3984882,3583.1416535365784,0.0016273028634767811
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,0535710,308,"Jonesboro-Paragould, AR",183133,80655,"Jonesboro, Arkansas",35.8272257,-90.6949871,2909.920475801755,4.3771430989489454e-4
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,4075000,538,"Tulsa-Bartlesville-Muskogee, OK",1165140,410915,"Tulsa, Oklahoma",36.1563122,-95.9927516,2509.392337023891,0.002586455750177584
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,4714000,174,"Chattanooga-Cleveland-Dalton, TN-GA-AL",1003363,187023,"Chattanooga, Tennessee",35.0457219,-85.3094883,3355.156887977474,0.0012837501227515764
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,4516000,192,"Columbia-Sumter-Orangeburg, SC",1084112,142083,"Columbia, South Carolina",34.0003117,-81.0331309,3740.2548979258167,0.0010989972827215287
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,0644000,348,"Los Angeles-Long Beach, CA",18316743,3820963,"Los Angeles, California",34.0536909,-118.242766,1546.5982723331565,0.061696887914253436
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,4748000,368,"Memphis-Clarksdale-Forrest City, TN-MS-AR",1377852,618655,"Memphis, Tennessee",35.1460249,-90.0517638,3002.1313623316637,0.0020665331283651685
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,0137000,290,"Huntsville-Decatur-Albertville, AL-TN",895383,227571,"Huntsville, Alabama",34.729847,-86.5859011,3282.2839046309805,0.0012246006548873713
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,4055000,416,"Oklahoma City-Shawnee, OK",1551717,702654,"Oklahoma City, Oklahoma",35.4729886,-97.5170536,2452.528626498165,0.0034053483285313934
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,3502000,105,"Albuquerque-Santa Fe-Los Alamos, NM",1168363,560283,"Albuquerque, New Mexico",35.0841034,-106.650985,1905.7710890324456,0.004494283512141914
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,4803000,108,"Amarillo-Borger, TX",292428,203042,"Amarillo, Texas",35.20729,-101.8371192,2186.3555615679747,0.0011274915039360997
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,0541000,340,"Little Rock-North Little Rock, AR",913536,203844,"Little Rock, Arkansas",34.7465071,-92.2896267,2869.2860616385196,0.001628442895667276
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,1304000,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",7221137,510826,"Atlanta, Georgia",33.7489924,-84.3902644,3509.2389241085148,0.005691127166320711
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,4041850,334,"Lawton-Duncan, OK",171015,90226,"Lawton, Oklahoma",34.6086854,-98.3903305,2458.1223267184155,5.807110350530786e-4
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,0107000,142,"Birmingham-Cullman-Talladega, AL",1367706,196518,"Birmingham, Alabama",33.5206824,-86.8024326,3348.8573424892847,0.0016509754095467052
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,0455000,429,"Phoenix-Mesa, AZ",5124113,1650051,"Phoenix, Arizona",33.4484367,-112.074141,1795.2757509592473,0.016526174230158473
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,1380508,356,"Macon-Bibb County--Warner Robins, GA",436853,84151,"Warner Robins, Georgia",32.6200973,-83.606568,3644.2823457353534,5.594791696336779e-4
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,1369000,496,"Savannah-Hinesville-Statesboro, GA",640193,147751,"Savannah, Georgia",32.0790074,-81.0921335,3866.4311487326036,6.747888115631439e-4
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,0103076,194,"Columbus-Auburn-Opelika, GA-AL",566030,82030,"Auburn, Alabama",32.6098566,-85.4807825,3508.482897310266,7.426300695352701e-4
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,4845000,352,"Lubbock-Plainview, TX",396955,266878,"Lubbock, Texas",33.5855677,-101.8470215,2317.5951581005243,0.0012813198951921996
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,0151000,388,"Montgomery-Selma, AL",421645,195275,"Montgomery, Alabama",32.37742,-86.3091683,3465.0683864507705,6.015526457124869e-4
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,4819000,206,"Dallas-Fort Worth, TX-OK",8654750,1302859,"Dallas, Texas",32.7762719,-96.7968559,2706.1385897436257,0.011062244449164243
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,0477000,536,"Tucson-Nogales, AZ",1112320,547232,"Tucson, Arizona",32.2228765,-110.974847,1962.8586659697341,0.004073290979404953
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,2836000,298,"Jackson-Vicksburg-Brookhaven, MS",687257,143633,"Jackson, Mississippi",32.2998686,-90.1830408,3194.6589971191333,0.0010461308758153893
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,2270000,508,"Shreveport-Bossier City-Minden, LA",418533,177225,"Shreveport, Louisiana",32.5135356,-93.7477839,2931.4603391404294,8.355172437336183e-4
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,4874144,540,"Tyler-Jacksonville, TX",297426,110325,"Tyler, Texas",32.3512601,-95.3010624,2838.9900733614645,6.778211162066478e-4
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,4801000,101,"Abilene-Sweetwater, TX",195897,130093,"Abilene, Texas",32.44645,-99.7475905,2542.6598757489064,6.050418100471464e-4
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,0121184,222,"Dothan-Enterprise-Ozark, AL",258863,71577,"Dothan, Alabama",31.2237285,-85.3934375,3614.322294306125,3.742328686937651e-4
500,5363000,"Seattle-Tacoma, WA",4993725,755081,Washington,Seattle,47.6038321,-122.330062,1235000,300,"Jacksonville-Kingsland-Palatka, FL-GA",1847313,985837,"Jacksonville, Florida",30.3321838,-81.655651,3949.571999370883,0.0015096352101896845
